client_id,district_id,client_age,client_gender,age_group,district_name,region,pop_size,no_of_municip<499,no_of_municip<2000,no_of_municip<10000 ,no_of_municip>10000,no_cities,ratio_urban,avg_salary,unemploymant_95,unemploymant_96,no_of_enterpreneurs,no_crimes_95,no_crimes_96,disp_id,account_id,disp_type,card_id,card_type,card_issued,card_issue_year,card_issue_month,statement_freq,account_date,loan_id,amount_x,duration,payments,status,loan_month,loan_year,tot_trans_amount,tot_trans_count,tot_order_amount,tot_order_count,amount_y,ord_HOUSEHOLD_PAYMENT,ord_INSURANCE_PAYMENT,ord_LEASING_PAYMENT,ord_LOAN_PAYMENT,ord_UNKNOWN,LOS,Target
705,19,61.0,M,60.0,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099,705,587,OWNER,,,,,,monthly issuance,1996-06-21,,,,,,,,70700.0,28,,,,,,,,,4.0,
706,1,51.0,M,50.0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,706,588,OWNER,,,,,,monthly issuance,1993-03-14,,,,,,,,1198336.8999999992,508,5089.0,3.0,5089.0,3141.0,511.0,0.0,0.0,1437.0,7.0,
707,1,58.0,M,50.0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,707,589,OWNER,126.0,classic,1998-05-23,1998.0,5.0,monthly issuance,1997-04-26,,,,,,,,861304.7999999996,105,5746.0,1.0,5746.0,5746.0,0.0,0.0,0.0,0.0,3.0,
708,50,22.0,F,20.0,Svitavy,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134,708,590,OWNER,,,,,,monthly issuance,1996-02-24,,,,,,,,860473.6999999996,146,,,,,,,,,4.0,
709,1,65.0,M,60.0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,709,591,OWNER,,,,,,monthly issuance,1997-08-12,,,,,,,,114186.10000000002,59,2788.0,1.0,2788.0,2788.0,0.0,0.0,0.0,0.0,2.0,
710,23,74.0,M,70.0,Cheb,west Bohemia,87419,21,11,4,3,9,85.5,8624,1.79,2.66,102,2879,3198,710,592,OWNER,,,,,,monthly issuance,1996-12-27,,,,,,,,260649.10000000012,132,1608.0,2.0,1608.0,1608.0,0.0,0.0,0.0,0.0,3.0,
711,48,36.0,F,30.0,Rychnov nad Kneznou,east Bohemia,78955,50,24,8,1,9,59.0,9060,1.78,2.44,124,1655,1717,711,593,OWNER,,,,,,monthly issuance,1996-07-16,,,,,,,,839267.6999999998,139,,,,,,,,,3.0,
712,54,37.0,M,30.0,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,712,594,OWNER,,,,,,monthly issuance,1994-12-09,,,,,,,,286431.7000000001,233,2054.0,1.0,2054.0,2054.0,0.0,0.0,0.0,0.0,5.0,
713,20,20.0,F,20.0,Strakonice,south Bohemia,70646,94,14,3,1,4,58.4,8547,2.65,3.64,120,1563,1542,713,595,OWNER,,,,,,monthly issuance,1996-12-21,,,,,,,,1940346.5000000005,159,4702.0,1.0,4702.0,4702.0,0.0,0.0,0.0,0.0,3.0,
714,31,29.0,M,20.0,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,714,596,OWNER,127.0,classic,1996-05-23,1996.0,5.0,monthly issuance,1994-10-13,,,,,,,,2056709.4000000013,248,,,,,,,,,5.0,
715,1,48.0,F,40.0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,715,597,OWNER,,,,,,monthly issuance,1993-12-05,,,,,,,,2593658.1000000034,348,6135.0,1.0,6135.0,6135.0,0.0,0.0,0.0,0.0,6.0,
716,1,45.0,F,40.0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,716,598,OWNER,128.0,classic,1998-08-19,1998.0,8.0,monthly issuance,1997-02-08,,,,,,,,572482.2999999998,117,7781.0,1.0,7781.0,7781.0,0.0,0.0,0.0,0.0,3.0,
717,54,32.0,M,30.0,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,717,599,OWNER,,,,,,monthly issuance,1996-12-04,,,,,,,,635190.3999999996,148,4085.0,2.0,4085.0,3118.0,0.0,0.0,0.0,967.0,3.0,
718,54,40.0,F,40.0,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,718,599,DISPONENT,,,,,,monthly issuance,1996-12-04,,,,,,,,635190.3999999996,148,4085.0,2.0,4085.0,3118.0,0.0,0.0,0.0,967.0,3.0,
719,46,25.0,M,20.0,Nachod,east Bohemia,112709,48,20,7,3,10,73.5,8369,1.79,2.31,117,2854,2618,719,600,OWNER,129.0,classic,1998-11-05,1998.0,11.0,monthly issuance,1997-03-13,,,,,,,,759171.3999999997,111,5952.0,1.0,5952.0,5952.0,0.0,0.0,0.0,0.0,3.0,
720,29,45.0,M,40.0,Rokycany,west Bohemia,45714,52,10,5,1,6,55.6,8843,2.82,3.6,113,818,888,720,601,OWNER,,,,,,monthly issuance,1993-08-04,,,,,,,,427848.69999999955,326,2230.0,1.0,2230.0,2230.0,0.0,0.0,0.0,0.0,6.0,
721,43,60.0,M,60.0,Hradec Kralove,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891,721,602,OWNER,,,,,,monthly issuance,1995-10-27,,,,,,,,410929.0999999998,180,3191.0,1.0,3191.0,3191.0,0.0,0.0,0.0,0.0,4.0,
722,62,29.0,F,20.0,Uherske Hradiste,south Moravia,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,722,603,OWNER,130.0,classic,1997-12-29,1997.0,12.0,monthly issuance,1996-06-11,,,,,,,,814976.9999999995,171,4361.0,1.0,4361.0,4361.0,0.0,0.0,0.0,0.0,4.0,
723,12,42.0,F,40.0,Pribram,central Bohemia,107870,84,29,6,1,6,58.0,8754,3.83,4.31,137,3804,3868,723,604,OWNER,,,,,,monthly issuance,1993-11-26,,,,,,,,1109947.499999999,292,,,,,,,,,6.0,
724,65,47.0,F,40.0,Znojmo,south Moravia,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718,724,605,OWNER,,,,,,monthly issuance,1997-02-04,,,,,,,,507097.29999999976,112,6876.0,1.0,6876.0,6876.0,0.0,0.0,0.0,0.0,3.0,
725,75,43.0,M,40.0,Prerov,north Moravia,138032,67,30,4,2,5,64.6,8819,5.38,5.66,99,4063,4505,725,606,OWNER,131.0,classic,1998-12-08,1998.0,12.0,monthly issuance,1997-11-04,,,,,,,,652662.7999999999,75,8211.0,2.0,8211.0,7140.0,0.0,0.0,0.0,1071.0,2.0,
726,16,65.0,M,60.0,Jindrichuv Hradec,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,726,607,OWNER,,,,,,monthly issuance,1995-02-17,,,,,,,,279598.50000000006,212,2082.0,1.0,2082.0,2082.0,0.0,0.0,0.0,0.0,5.0,
727,32,69.0,F,60.0,Ceska Lipa,north Bohemia,105058,32,19,7,2,10,81.0,9272,2.80,3.22,118,4340,4505,727,608,OWNER,,,,,,monthly issuance,1995-03-27,,,,,,,,400605.29999999976,208,2895.0,1.0,2895.0,2895.0,0.0,0.0,0.0,0.0,5.0,
728,32,68.0,M,60.0,Ceska Lipa,north Bohemia,105058,32,19,7,2,10,81.0,9272,2.80,3.22,118,4340,4505,728,608,DISPONENT,,,,,,monthly issuance,1995-03-27,,,,,,,,400605.29999999976,208,2895.0,1.0,2895.0,2895.0,0.0,0.0,0.0,0.0,5.0,
729,63,31.0,F,30.0,Vyskov,south Moravia,86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460,729,609,OWNER,,,,,,monthly issuance,1994-05-15,,,,,,,,309176.3999999999,361,1970.0,3.0,1970.0,1171.0,67.0,0.0,0.0,732.0,6.0,
730,63,26.0,M,20.0,Vyskov,south Moravia,86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460,730,609,DISPONENT,,,,,,monthly issuance,1994-05-15,,,,,,,,309176.3999999999,361,1970.0,3.0,1970.0,1171.0,67.0,0.0,0.0,732.0,6.0,
731,74,21.0,F,20.0,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,731,610,OWNER,132.0,junior,1998-02-26,1998.0,2.0,monthly issuance,1994-08-11,,,,,,,,2914210.5000000023,253,,,,,,,,,5.0,
732,74,22.0,M,20.0,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,732,610,DISPONENT,,,,,,monthly issuance,1994-08-11,,,,,,,,2914210.5000000023,253,,,,,,,,,5.0,
733,46,21.0,M,20.0,Nachod,east Bohemia,112709,48,20,7,3,10,73.5,8369,1.79,2.31,117,2854,2618,733,611,OWNER,,,,,,monthly issuance,1997-07-21,,,,,,,,105874.10000000003,69,2284.0,1.0,2284.0,2284.0,0.0,0.0,0.0,0.0,2.0,
734,46,15.0,F,10.0,Nachod,east Bohemia,112709,48,20,7,3,10,73.5,8369,1.79,2.31,117,2854,2618,734,611,DISPONENT,,,,,,monthly issuance,1997-07-21,,,,,,,,105874.10000000003,69,2284.0,1.0,2284.0,2284.0,0.0,0.0,0.0,0.0,2.0,
735,1,26.0,M,20.0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,735,612,OWNER,,,,,,monthly issuance,1996-05-27,,,,,,,,165688.6000000001,134,1936.0,1.0,1936.0,1936.0,0.0,0.0,0.0,0.0,4.0,
736,1,23.0,F,20.0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,736,612,DISPONENT,,,,,,monthly issuance,1996-05-27,,,,,,,,165688.6000000001,134,1936.0,1.0,1936.0,1936.0,0.0,0.0,0.0,0.0,4.0,
737,74,47.0,M,40.0,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,737,613,OWNER,,,,,,issuance after transaction,1996-08-10,,,,,,,,753542.4999999999,124,,,,,,,,,3.0,
738,25,80.0,M,80.0,Klatovy,west Bohemia,88757,60,33,3,2,10,61.7,8554,2.47,2.68,113,1822,2218,738,614,OWNER,,,,,,monthly issuance,1997-06-07,,,,,,,,184167.70000000007,89,1664.0,1.0,1664.0,1664.0,0.0,0.0,0.0,0.0,3.0,
739,72,58.0,M,50.0,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208,739,615,OWNER,,,,,,monthly issuance,1996-04-09,,,,,,,,188752.40000000008,182,2096.0,2.0,2096.0,309.0,0.0,0.0,0.0,1787.0,4.0,
740,55,76.0,M,70.0,Brno - venkov,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,740,616,OWNER,,,,,,monthly issuance,1993-10-14,,,,,,,,834181.1999999991,334,1869.0,1.0,1869.0,1869.0,0.0,0.0,0.0,0.0,6.0,
741,74,59.0,M,50.0,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,741,617,OWNER,,,,,,monthly issuance,1996-08-23,,,,,,,,1594522.6000000006,160,15687.2,2.0,15687.2,13080.0,0.0,2607.2,0.0,0.0,3.0,
742,1,48.0,F,40.0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,742,618,OWNER,133.0,classic,1997-06-16,1997.0,6.0,monthly issuance,1996-10-02,,,,,,,,1449523.9,161,3782.0,2.0,3782.0,747.0,0.0,0.0,0.0,3035.0,3.0,
743,1,59.0,M,50.0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,743,619,OWNER,,,,,,weekly issuance,1995-09-09,,,,,,,,2167148.4000000004,260,8267.0,2.0,8267.0,1729.0,0.0,0.0,0.0,6538.0,4.0,
744,26,59.0,M,50.0,Plzen - mesto,west Bohemia,170449,0,0,0,1,1,100.0,10787,2.64,3.09,131,6041,6261,744,620,OWNER,,,,,,monthly issuance,1996-02-18,,,,,,,,83300.0,35,,,,,,,,,4.0,
745,52,34.0,F,30.0,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,745,621,OWNER,,,,,,monthly issuance,1996-06-01,,,,,,,,1630851.9000000006,191,3409.0,2.0,3409.0,366.0,0.0,0.0,0.0,3043.0,4.0,
746,52,38.0,M,30.0,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,746,621,DISPONENT,,,,,,monthly issuance,1996-06-01,,,,,,,,1630851.9000000006,191,3409.0,2.0,3409.0,366.0,0.0,0.0,0.0,3043.0,4.0,
747,24,46.0,F,40.0,Karlovy Vary,west Bohemia,122603,25,21,6,2,8,80.0,8991,1.39,2.01,128,5198,5273,747,622,OWNER,,,,,,monthly issuance,1997-06-22,,,,,,,,899477.7999999998,131,9428.0,4.0,9428.0,6255.0,2568.0,0.0,0.0,605.0,3.0,
748,25,63.0,M,60.0,Klatovy,west Bohemia,88757,60,33,3,2,10,61.7,8554,2.47,2.68,113,1822,2218,748,623,OWNER,,,,,,monthly issuance,1993-03-24,,,,,,,,423252.59999999957,404,2072.0,2.0,2072.0,419.0,0.0,0.0,0.0,1653.0,7.0,
749,25,66.0,F,60.0,Klatovy,west Bohemia,88757,60,33,3,2,10,61.7,8554,2.47,2.68,113,1822,2218,749,623,DISPONENT,,,,,,monthly issuance,1993-03-24,,,,,,,,423252.59999999957,404,2072.0,2.0,2072.0,419.0,0.0,0.0,0.0,1653.0,7.0,
750,70,43.0,F,40.0,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,750,624,OWNER,,,,,,monthly issuance,1993-10-11,,,,,,,,5643693.899999998,392,,,,,,,,,6.0,
751,70,41.0,M,40.0,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,751,625,OWNER,,,,,,monthly issuance,1995-07-12,,,,,,,,3182164.3,213,14064.2,2.0,14064.2,11457.0,0.0,2607.2,0.0,0.0,4.0,
752,72,55.0,M,50.0,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208,752,626,OWNER,,,,,,monthly issuance,1993-11-11,,,,,,,,1043122.9999999988,366,3639.0,1.0,3639.0,3639.0,0.0,0.0,0.0,0.0,6.0,
753,72,59.0,F,50.0,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208,753,626,DISPONENT,,,,,,monthly issuance,1993-11-11,,,,,,,,1043122.9999999988,366,3639.0,1.0,3639.0,3639.0,0.0,0.0,0.0,0.0,6.0,
754,63,53.0,F,50.0,Vyskov,south Moravia,86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460,754,627,OWNER,,,,,,monthly issuance,1993-02-05,,,,,,,,3389107.2000000044,426,8782.0,2.0,8782.0,8228.0,0.0,554.0,0.0,0.0,7.0,
755,72,52.0,M,50.0,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208,755,628,OWNER,,,,,,monthly issuance,1994-01-03,,,,,,,,694740.4999999995,324,3028.0,1.0,3028.0,3028.0,0.0,0.0,0.0,0.0,6.0,
756,31,80.0,M,80.0,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,756,629,OWNER,,,,,,monthly issuance,1994-07-25,,,,,,,,481096.69999999955,304,2707.0,2.0,2707.0,2707.0,0.0,0.0,0.0,0.0,5.0,
757,71,29.0,F,20.0,Novy Jicin,north Moravia,161227,5,35,11,4,10,69.7,8678,5.93,5.57,102,4980,4595,757,630,OWNER,,,,,,monthly issuance,1993-06-29,,,,,,,,512873.5999999994,349,2361.0,1.0,2361.0,2361.0,0.0,0.0,0.0,0.0,7.0,
758,68,38.0,F,30.0,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,758,631,OWNER,,,,,,monthly issuance,1996-03-25,,,,,,,,303026.2,185,2394.0,1.0,2394.0,2394.0,0.0,0.0,0.0,0.0,4.0,
759,29,45.0,M,40.0,Rokycany,west Bohemia,45714,52,10,5,1,6,55.6,8843,2.82,3.6,113,818,888,759,632,OWNER,,,,,,monthly issuance,1996-05-14,,,,,,,,182246.1000000001,194,2133.0,3.0,2133.0,842.0,1092.0,0.0,0.0,199.0,4.0,
760,57,63.0,F,60.0,Hodonin,south Moravia,161954,21,37,20,3,8,48.0,8720,3.73,4.5,116,3729,3651,760,633,OWNER,,,,,,monthly issuance,1995-12-06,,,,,,,,359956.39999999985,176,3177.0,1.0,3177.0,3177.0,0.0,0.0,0.0,0.0,4.0,
762,21,63.0,M,60.0,Tabor,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354,762,635,OWNER,,,,,,monthly issuance,1994-08-21,,,,,,,,3544752.100000003,425,8097.0,4.0,8097.0,1683.0,2160.0,0.0,0.0,4254.0,5.0,
763,75,72.0,F,70.0,Prerov,north Moravia,138032,67,30,4,2,5,64.6,8819,5.38,5.66,99,4063,4505,763,636,OWNER,,,,,,monthly issuance,1997-04-24,,,,,,,,173201.2,83,3056.0,1.0,3056.0,3056.0,0.0,0.0,0.0,0.0,3.0,
764,49,44.0,F,40.0,Semily,east Bohemia,75685,31,28,5,1,9,60.8,8208,1.89,2.26,155,1660,2123,764,637,OWNER,,,,,,monthly issuance,1996-08-27,,,,,,,,202619.30000000008,142,1934.0,1.0,1934.0,1934.0,0.0,0.0,0.0,0.0,3.0,
765,65,30.0,M,30.0,Znojmo,south Moravia,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718,765,638,OWNER,,,,,,monthly issuance,1995-06-28,,,,,,,,1565587.2000000002,293,8028.0,3.0,8028.0,2487.0,873.0,0.0,0.0,4668.0,5.0,
766,1,74.0,F,70.0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,766,639,OWNER,,,,,,monthly issuance,1997-11-03,,,,,,,,101157.40000000004,56,2046.0,1.0,2046.0,2046.0,0.0,0.0,0.0,0.0,2.0,
767,1,77.0,M,70.0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,767,639,DISPONENT,,,,,,monthly issuance,1997-11-03,,,,,,,,101157.40000000004,56,2046.0,1.0,2046.0,2046.0,0.0,0.0,0.0,0.0,2.0,
768,32,68.0,F,60.0,Ceska Lipa,north Bohemia,105058,32,19,7,2,10,81.0,9272,2.80,3.22,118,4340,4505,768,640,OWNER,,,,,,monthly issuance,1993-06-02,,,,,,,,561162.9999999994,305,2891.0,1.0,2891.0,2891.0,0.0,0.0,0.0,0.0,7.0,
769,40,22.0,M,20.0,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,769,641,OWNER,134.0,classic,1998-09-07,1998.0,9.0,monthly issuance,1997-06-22,,,,,,,,923690.9999999997,97,3330.0,1.0,3330.0,3330.0,0.0,0.0,0.0,0.0,3.0,
772,64,55.0,M,50.0,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265,772,643,OWNER,,,,,,monthly issuance,1997-10-28,,,,,,,,207977.2,58,,,,,,,,,2.0,
773,4,64.0,M,60.0,Kladno,central Bohemia,149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,5244,5892,773,644,OWNER,,,,,,monthly issuance,1997-11-06,,,,,,,,68892.99999999999,64,1972.0,2.0,1972.0,946.0,0.0,0.0,0.0,1026.0,2.0,
774,70,27.0,M,20.0,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,774,645,OWNER,,,,,,monthly issuance,1997-08-21,,,,,,,,1762582.6999999997,105,13466.0,1.0,13466.0,13466.0,0.0,0.0,0.0,0.0,2.0,
775,51,59.0,F,50.0,Trutnov,east Bohemia,121947,37,28,7,3,11,70.5,8541,2.51,2.97,131,3496,3839,775,646,OWNER,,,,,,monthly issuance,1996-01-06,,,,,,,,738861.2999999995,189,4876.0,1.0,4876.0,4876.0,0.0,0.0,0.0,0.0,4.0,
776,1,47.0,F,40.0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,776,647,OWNER,,,,,,monthly issuance,1997-04-28,,,,,,,,555596.7999999998,105,6465.0,1.0,6465.0,6465.0,0.0,0.0,0.0,0.0,3.0,
777,1,39.0,M,30.0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,777,647,DISPONENT,,,,,,monthly issuance,1997-04-28,,,,,,,,555596.7999999998,105,6465.0,1.0,6465.0,6465.0,0.0,0.0,0.0,0.0,3.0,
778,13,60.0,M,60.0,Rakovnik,central Bohemia,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597,1875,778,648,OWNER,136.0,classic,1995-07-28,1995.0,7.0,monthly issuance,1993-11-09,,,,,,,,2578844.4000000027,354,9240.0,1.0,9240.0,9240.0,0.0,0.0,0.0,0.0,6.0,
779,69,56.0,F,50.0,Jesenik,north Moravia,42821,4,13,5,1,3,48.4,8173,?,7.01,124,?,1358,779,649,OWNER,,,,,,weekly issuance,1994-05-17,,,,,,,,3981438.8000000007,322,3430.1,1.0,3430.1,0.0,0.0,3430.1,0.0,0.0,6.0,
780,3,76.0,M,70.0,Beroun,central Bohemia,75232,55,26,4,1,5,41.7,8980,1.95,2.21,111,2824,2813,780,650,OWNER,,,,,,monthly issuance,1995-01-28,,,,,,,,634093.1999999991,259,1697.0,1.0,1697.0,1697.0,0.0,0.0,0.0,0.0,5.0,
781,72,54.0,M,50.0,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208,781,651,OWNER,,,,,,monthly issuance,1993-11-28,,,,,,,,2665800.700000003,388,6714.0,2.0,6714.0,2652.0,0.0,0.0,0.0,4062.0,6.0,
782,5,37.0,F,30.0,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,782,652,OWNER,,,,,,monthly issuance,1993-01-05,,,,,,,,2218702.500000003,400,7591.0,1.0,7591.0,7591.0,0.0,0.0,0.0,0.0,7.0,
783,27,29.0,F,20.0,Plzen - jih,west Bohemia,67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127,783,653,OWNER,,,,,,monthly issuance,1997-08-19,,,,,,,,511348.19999999995,75,5397.0,1.0,5397.0,5397.0,0.0,0.0,0.0,0.0,2.0,
784,27,35.0,M,30.0,Plzen - jih,west Bohemia,67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127,784,653,DISPONENT,,,,,,monthly issuance,1997-08-19,,,,,,,,511348.19999999995,75,5397.0,1.0,5397.0,5397.0,0.0,0.0,0.0,0.0,2.0,
785,63,65.0,M,60.0,Vyskov,south Moravia,86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460,785,654,OWNER,,,,,,monthly issuance,1994-10-16,,,,,,,,577709.3999999996,241,2885.0,1.0,2885.0,2885.0,0.0,0.0,0.0,0.0,5.0,
786,53,21.0,M,20.0,Blansko,south Moravia,107911,88,33,6,2,7,50.9,8240,2.53,3.56,99,1850,1903,786,655,OWNER,137.0,junior,1997-01-10,1997.0,1.0,monthly issuance,1993-03-24,,,,,,,,3520091.500000003,606,4469.0,4.0,4469.0,1899.0,193.0,0.0,0.0,2377.0,7.0,
787,3,52.0,M,50.0,Beroun,central Bohemia,75232,55,26,4,1,5,41.7,8980,1.95,2.21,111,2824,2813,787,656,OWNER,,,,,,monthly issuance,1996-08-18,,,,,,,,796971.3999999998,152,5477.0,1.0,5477.0,5477.0,0.0,0.0,0.0,0.0,3.0,
788,47,25.0,M,20.0,Pardubice,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410,788,657,OWNER,,,,,,monthly issuance,1993-08-08,,,,,,,,859823.4999999991,441,2928.0,2.0,2928.0,1066.0,0.0,0.0,0.0,1862.0,6.0,
789,4,68.0,M,60.0,Kladno,central Bohemia,149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,5244,5892,789,658,OWNER,,,,,,monthly issuance,1996-01-10,,,,,,,,313405.8000000001,167,2703.0,1.0,2703.0,2703.0,0.0,0.0,0.0,0.0,4.0,
790,63,33.0,F,30.0,Vyskov,south Moravia,86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460,790,659,OWNER,,,,,,monthly issuance,1996-12-14,,,,,,,,198703.0000000001,150,1940.0,2.0,1940.0,1833.0,0.0,0.0,0.0,107.0,3.0,
791,68,49.0,F,40.0,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,791,660,OWNER,138.0,classic,1998-11-02,1998.0,11.0,monthly issuance,1996-01-20,,,,,,,,1223434.5999999999,233,6572.0,2.0,6572.0,1234.0,0.0,0.0,0.0,5338.0,4.0,
793,21,22.0,M,20.0,Tabor,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354,793,662,OWNER,,,,,,monthly issuance,1994-07-18,,,,,,,,612628.4999999993,258,3330.0,1.0,3330.0,3330.0,0.0,0.0,0.0,0.0,5.0,
794,21,20.0,F,20.0,Tabor,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354,794,662,DISPONENT,,,,,,monthly issuance,1994-07-18,,,,,,,,612628.4999999993,258,3330.0,1.0,3330.0,3330.0,0.0,0.0,0.0,0.0,5.0,
796,1,80.0,M,80.0,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,796,664,OWNER,,,,,,monthly issuance,1996-12-08,,,,,,,,296450.9,119,2997.0,1.0,2997.0,2997.0,0.0,0.0,0.0,0.0,3.0,
797,8,52.0,M,50.0,Mlada Boleslav,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,5179,4987,797,665,OWNER,139.0,classic,1997-07-14,1997.0,7.0,monthly issuance,1995-09-03,,,,,,,,819495.4999999993,234,4149.0,1.0,4149.0,4149.0,0.0,0.0,0.0,0.0,4.0,
798,27,60.0,F,60.0,Plzen - jih,west Bohemia,67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127,798,666,OWNER,140.0,classic,1997-08-22,1997.0,8.0,monthly issuance,1996-03-15,5103.0,12540.0,12.0,1045.0,A,11.0,1997.0,1072921.299999999,276,8218.0,4.0,8218.0,3936.0,955.0,0.0,1045.0,2282.0,4.0,1.0
799,27,64.0,M,60.0,Plzen - jih,west Bohemia,67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127,799,666,DISPONENT,,,,,,monthly issuance,1996-03-15,5103.0,12540.0,12.0,1045.0,A,11.0,1997.0,1072921.299999999,276,8218.0,4.0,8218.0,3936.0,955.0,0.0,1045.0,2282.0,4.0,1.0
803,35,49.0,M,40.0,Jablonec n. Nisou,north Bohemia,88768,10,18,5,1,7,80.5,8867,1.02,1.21,130,3384,3620,803,669,OWNER,,,,,,monthly issuance,1996-06-07,,,,,,,,166841.90000000014,144,1947.0,1.0,1947.0,1947.0,0.0,0.0,0.0,0.0,4.0,
